env/path/root,env/path/name,env/path/client,env/path/param_csv,model/model,model/conv_type,model/pool_type,model/eblock,model/elayer,model/dblock,model/depth,model/width,model/width_scaling,model/kernel_size,model/strides,model/bneck,model/branches,model/order,model/norm,model/activ,model/attn_msk,model/embed,model/log_loss,model/gamma,model/loss_weights/ctr,model/loss_weights/euc,model/loss_weights/ned,model/loss_weights/cls_anc,model/loss_weights/cls_unk,model/num_params,train/xs/dat,train/ys/lbl/head,train/ys/lbl/n_classes,train/ys/lbl/loss,train/ys/lbl/metric,train/trainer/seed,train/trainer/n_folds,train/trainer/batch_size,train/trainer/iters,train/trainer/steps,train/trainer/valid_freq,train/trainer/lr,train/trainer/lr_alpha,train/trainer/lr_decay,train/trainer/contrastive_scale,train/trainer/callbacks,train/trainer/log_dir,train/trainer/train_time,history/fold/0/epoch,history/fold/0/loss,history/fold/0/cls_anc_loss,history/fold/0/cls_unk_loss,history/fold/0/ctr_loss,history/fold/0/euc_loss,history/fold/0/ned_loss,history/fold/0/cls_anc_binary_accuracy,history/fold/0/cls_unk_binary_accuracy,history/fold/0/val_loss,history/fold/0/val_cls_anc_loss,history/fold/0/val_cls_unk_loss,history/fold/0/val_ctr_loss,history/fold/0/val_euc_loss,history/fold/0/val_ned_loss,history/fold/0/val_cls_anc_binary_accuracy,history/fold/0/val_cls_unk_binary_accuracy,history/fold/0/lr,history/fold/avg/best/epoch,history/fold/avg/best/loss,history/fold/avg/best/cls_anc_loss,history/fold/avg/best/cls_unk_loss,history/fold/avg/best/ctr_loss,history/fold/avg/best/euc_loss,history/fold/avg/best/ned_loss,history/fold/avg/best/cls_anc_binary_accuracy,history/fold/avg/best/cls_unk_binary_accuracy,history/fold/avg/best/val_loss,history/fold/avg/best/val_cls_anc_loss,history/fold/avg/best/val_cls_unk_loss,history/fold/avg/best/val_ctr_loss,history/fold/avg/best/val_euc_loss,history/fold/avg/best/val_ned_loss,history/fold/avg/best/val_cls_anc_binary_accuracy,history/fold/avg/best/val_cls_unk_binary_accuracy,history/fold/avg/best/lr,train_eval/fold/0/loss,train_eval/fold/0/cls_anc_loss,train_eval/fold/0/cls_unk_loss,train_eval/fold/0/ctr_loss,train_eval/fold/0/euc_loss,train_eval/fold/0/ned_loss,train_eval/fold/0/cls_anc_binary_accuracy,train_eval/fold/0/cls_unk_binary_accuracy,train_eval/fold/avg/last/loss,train_eval/fold/avg/last/cls_anc_loss,train_eval/fold/avg/last/cls_unk_loss,train_eval/fold/avg/last/ctr_loss,train_eval/fold/avg/last/euc_loss,train_eval/fold/avg/last/ned_loss,train_eval/fold/avg/last/cls_anc_binary_accuracy,train_eval/fold/avg/last/cls_unk_binary_accuracy,valid_eval/fold/0/loss,valid_eval/fold/0/cls_anc_loss,valid_eval/fold/0/cls_unk_loss,valid_eval/fold/0/ctr_loss,valid_eval/fold/0/euc_loss,valid_eval/fold/0/ned_loss,valid_eval/fold/0/cls_anc_binary_accuracy,valid_eval/fold/0/cls_unk_binary_accuracy,valid_eval/fold/avg/last/loss,valid_eval/fold/avg/last/cls_anc_loss,valid_eval/fold/avg/last/cls_unk_loss,valid_eval/fold/avg/last/ctr_loss,valid_eval/fold/avg/last/euc_loss,valid_eval/fold/avg/last/ned_loss,valid_eval/fold/avg/last/cls_anc_binary_accuracy,valid_eval/fold/avg/last/cls_unk_binary_accuracy
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,False,1,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/0,0 days 00:57:55,7,1.1390851736068726,0.46227478981018066,0.18931061029434204,0.48750001192092896,13.448836326599121,4.976438999176025,0.9700000286102295,0.9462500214576721,1.164218544960022,0.29737141728401184,0.37684690952301025,0.49000000953674316,26.281755447387695,5.216006278991699,0.8799999952316284,0.8287500143051147,0.0003000000142492354,7.0,1.1390851736068726,0.46227478981018066,0.18931061029434204,0.48750001192092896,13.448836326599121,4.976438999176025,0.9700000286102295,0.9462500214576721,1.164218544960022,0.29737141728401184,0.37684690952301025,0.49000000953674316,26.281755447387695,5.216006278991699,0.8799999952316284,0.8287500143051147,0.0003000000142492354,0.059344276785850525,0.029672138392925262,0.029672138392925262,2.3822191777805174e-15,0.0,0.0,0.9951550364494324,0.9951550364494324,0.059344276785850525,0.029672138392925262,0.029672138392925262,2.3822191777805174e-15,0.0,0.0,0.9951550364494324,0.9951550364494324,0.6905591487884521,0.3452795743942261,0.3452795743942261,2.56592834206224e-15,0.0,0.0,0.8759342432022095,0.8759342432022095,0.6905591487884521,0.3452795743942261,0.3452795743942261,2.56592834206224e-15,0.0,0.0,0.8759342432022095,0.8759342432022095
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,False,2,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/1,0 days 01:00:15,17,0.8299084305763245,0.2015567421913147,0.10085146129131317,0.5274999737739563,1353.3912353515625,111.58053588867188,0.9800000190734863,0.9712499976158142,1.2689396142959595,0.30886563658714294,0.46757397055625916,0.4925000071525574,2070.87060546875,78.62284088134766,0.8799999952316284,0.8424999713897705,0.0002423948171781376,17.0,0.8299084305763245,0.2015567421913147,0.10085146129131317,0.5274999737739563,1353.3912353515625,111.58053588867188,0.9800000190734863,0.9712499976158142,1.2689396142959595,0.30886563658714294,0.46757397055625916,0.4925000071525574,2070.87060546875,78.62284088134766,0.8799999952316284,0.8424999713897705,0.0002423948171781376,0.048083167523145676,0.024041583761572838,0.024041583761572838,3.5846705118382157e-29,5.551352475571849e-31,3.91372803724921e-31,0.9961240291595459,0.9961240291595459,0.048083167523145676,0.024041583761572838,0.024041583761572838,3.5846705118382157e-29,5.551352475571849e-31,3.91372803724921e-31,0.9961240291595459,0.9961240291595459,0.7541007399559021,0.37705036997795105,0.37705036997795105,3.6338416098042985e-29,0.0,0.0,0.8624812960624695,0.8624812960624695,0.7541007399559021,0.37705036997795105,0.37705036997795105,3.6338416098042985e-29,0.0,0.0,0.8624812960624695,0.8624812960624695
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,aspp,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,False,3,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/10,0 days 01:00:56,6,1.2159487009048462,0.508192777633667,0.2327561229467392,0.47499996423721313,6778.32861328125,367.655517578125,0.9700000286102295,0.9337499737739563,1.1768372058868408,0.3226749300956726,0.3666624426841736,0.48750001192092896,73759.375,436.9227600097656,0.8999999761581421,0.856249988079071,0.0003000000142492354,6.0,1.2159487009048462,0.508192777633667,0.2327561229467392,0.47499996423721313,6778.32861328125,367.655517578125,0.9700000286102295,0.9337499737739563,1.1768372058868408,0.3226749300956726,0.3666624426841736,0.48750001192092896,73759.375,436.9227600097656,0.8999999761581421,0.856249988079071,0.0003000000142492354,0.0434989407658577,0.02174947038292885,0.02174947038292885,0.0,0.0,0.0,0.9970930218696594,0.9970930218696594,0.0434989407658577,0.02174947038292885,0.02174947038292885,0.0,0.0,0.0,0.9970930218696594,0.9970930218696594,0.7650920748710632,0.3825460374355316,0.3825460374355316,0.0,0.0,0.0,0.8609865307807922,0.8609865307807922,0.7650920748710632,0.3825460374355316,0.3825460374355316,0.0,0.0,0.0,0.8609865307807922,0.8609865307807922
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,aspp,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,False,4,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/11,0 days 01:00:43,5,1.2626330852508545,0.5467885732650757,0.23584459722042084,0.47999998927116394,72006.96875,1688.438232421875,0.9100000262260437,0.9412500262260437,1.2101773023605347,0.33173903822898865,0.38718852400779724,0.4912499487400055,5813163.0,4011.183349609375,0.8700000047683716,0.8462499976158142,0.0003000000142492354,5.0,1.2626330852508545,0.5467885732650757,0.23584459722042084,0.47999998927116394,72006.96875,1688.438232421875,0.9100000262260437,0.9412500262260437,1.2101773023605347,0.33173903822898865,0.38718852400779724,0.4912499487400055,5813163.0,4011.183349609375,0.8700000047683716,0.8462499976158142,0.0003000000142492354,0.05522996932268143,0.027614984661340714,0.027614984661340714,0.0,0.0,0.0,0.994670569896698,0.994670569896698,0.05522996932268143,0.027614984661340714,0.027614984661340714,0.0,0.0,0.0,0.994670569896698,0.994670569896698,0.7273694276809692,0.3636847138404846,0.3636847138404846,0.0,0.0,0.0,0.872944712638855,0.872944712638855,0.7273694276809692,0.3636847138404846,0.3636847138404846,0.0,0.0,0.0,0.872944712638855,0.872944712638855
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,aspp,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,True,2,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/13,0 days 01:00:50,2,10.545968055725098,0.6512460112571716,0.42976078391075134,9.464959144592285,10.542961120605469,10.542961120605469,0.6100000143051147,0.8450000286102295,9.671844482421875,0.48951786756515503,0.5319947600364685,8.6503324508667,11.371891021728516,11.371891021728516,0.75,0.7475000023841858,0.0003000000142492354,2.0,10.545968055725098,0.6512460112571716,0.42976078391075134,9.464959144592285,10.542961120605469,10.542961120605469,0.6100000143051147,0.8450000286102295,9.671844482421875,0.48951786756515503,0.5319947600364685,8.6503324508667,11.371891021728516,11.371891021728516,0.75,0.7475000023841858,0.0003000000142492354,0.2918093800544739,0.04552684724330902,0.04552684724330902,0.20075583457946777,8.255091642062841e-25,6.566147642340415e-24,0.9898256063461304,0.9898256063461304,0.2918093800544739,0.04552684724330902,0.04552684724330902,0.20075583457946777,8.255091642062841e-25,6.566147642340415e-24,0.9898256063461304,0.9898256063461304,1.0168906450271606,0.4404431879520416,0.4404431879520416,0.13600458204746246,0.0,0.0,0.8609865307807922,0.8609865307807922,1.0168906450271606,0.4404431879520416,0.4404431879520416,0.13600458204746246,0.0,0.0,0.8609865307807922,0.8609865307807922
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,aspp,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,True,1,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/12,0 days 01:01:09,2,10.528512954711914,0.6499786376953125,0.42615416646003723,9.452380180358887,10.542961120605469,10.542961120605469,0.6100000143051147,0.84375,9.652097702026367,0.4664078652858734,0.5166195631027222,8.669068336486816,11.371891021728516,11.371891021728516,0.7400000095367432,0.7649999856948853,0.0003000000142492354,2.0,10.528512954711914,0.6499786376953125,0.42615416646003723,9.452380180358887,10.542961120605469,10.542961120605469,0.6100000143051147,0.84375,9.652097702026367,0.4664078652858734,0.5166195631027222,8.669068336486816,11.371891021728516,11.371891021728516,0.7400000095367432,0.7649999856948853,0.0003000000142492354,1.057906985282898,0.24850499629974365,0.24850499629974365,0.5608969330787659,0.0,0.0,0.9108527302742004,0.9108527302742004,1.057906985282898,0.24850499629974365,0.24850499629974365,0.5608969330787659,0.0,0.0,0.9108527302742004,0.9108527302742004,1.7582111358642578,0.7021891474723816,0.7021891474723816,0.35383376479148865,0.0,0.0,0.7832586169242859,0.7832586169242859,1.7582111358642578,0.7021891474723816,0.7021891474723816,0.35383376479148865,0.0,0.0,0.7832586169242859,0.7832586169242859
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,False,3,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/2,0 days 01:01:02,6,1.2365609407424927,0.5384104251861572,0.22315064072608948,0.47499996423721313,6767.1474609375,378.0652770996094,0.8999999761581421,0.9350000023841858,1.2125145196914673,0.37555015087127686,0.3494643270969391,0.48750001192092896,104791.828125,570.4984741210938,0.8399999737739563,0.8512499928474426,0.0003000000142492354,6.0,1.2365609407424927,0.5384104251861572,0.22315064072608948,0.47499996423721313,6767.1474609375,378.0652770996094,0.8999999761581421,0.9350000023841858,1.2125145196914673,0.37555015087127686,0.3494643270969391,0.48750001192092896,104791.828125,570.4984741210938,0.8399999737739563,0.8512499928474426,0.0003000000142492354,0.11364952474832535,0.056824762374162674,0.056824762374162674,0.0,0.0,0.0,0.9825581312179565,0.9825581312179565,0.11364952474832535,0.056824762374162674,0.056824762374162674,0.0,0.0,0.0,0.9825581312179565,0.9825581312179565,0.9490993022918701,0.47454965114593506,0.47454965114593506,0.0,0.0,0.0,0.8251121044158936,0.8251121044158936,0.9490993022918701,0.47454965114593506,0.47454965114593506,0.0,0.0,0.0,0.8251121044158936,0.8251121044158936
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,conv,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,True,2,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/5,0 days 01:00:53,2,10.531376838684082,0.6486650705337524,0.42670848965644836,9.456003189086914,10.542961120605469,10.542961120605469,0.6000000238418579,0.8475000262260437,9.693512916564941,0.4856513738632202,0.5449715256690979,8.662887573242188,11.371891021728516,11.371891021728516,0.7400000095367432,0.7362499833106995,0.0003000000142492354,2.0,10.531376838684082,0.6486650705337524,0.42670848965644836,9.456003189086914,10.542961120605469,10.542961120605469,0.6000000238418579,0.8475000262260437,9.693512916564941,0.4856513738632202,0.5449715256690979,8.662887573242188,11.371891021728516,11.371891021728516,0.7400000095367432,0.7362499833106995,0.0003000000142492354,0.8968549370765686,0.31576859951019287,0.31576859951019287,0.26531699299812317,0.0,0.0,0.8900193572044373,0.8900193572044373,0.8968549370765686,0.31576859951019287,0.31576859951019287,0.26531699299812317,0.0,0.0,0.8900193572044373,0.8900193572044373,1.7379053831100464,0.7444700002670288,0.7444700002670288,0.2489650547504425,0.0,0.0,0.7443946003913879,0.7443946003913879,1.7379053831100464,0.7444700002670288,0.7444700002670288,0.2489650547504425,0.0,0.0,0.7443946003913879,0.7443946003913879
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,aspp,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,True,4,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/15,0 days 01:01:26,19,10.159069061279297,0.2227325439453125,0.12195158749818802,9.81438159942627,10.050782203674316,10.050782203674316,1.0,0.9649999737739563,9.34087085723877,0.47959840297698975,0.623465359210968,8.237809181213379,10.439606666564941,10.620672225952148,0.8700000047683716,0.8162500262260437,0.00022806928609497845,19.0,10.159069061279297,0.2227325439453125,0.12195158749818802,9.81438159942627,10.050782203674316,10.050782203674316,1.0,0.9649999737739563,9.34087085723877,0.47959840297698975,0.623465359210968,8.237809181213379,10.439606666564941,10.620672225952148,0.8700000047683716,0.8162500262260437,0.00022806928609497845,0.5434979796409607,0.04040396586060524,0.04040396586060524,0.46268999576568604,0.0,0.0,0.9922480583190918,0.9922480583190918,0.5434979796409607,0.04040396586060524,0.04040396586060524,0.46268999576568604,0.0,0.0,0.9922480583190918,0.9922480583190918,1.2424529790878296,0.4930461347103119,0.4930461347103119,0.256361186504364,0.0,0.0,0.8445441126823425,0.8445441126823425,1.2424529790878296,0.4930461347103119,0.4930461347103119,0.256361186504364,0.0,0.0,0.8445441126823425,0.8445441126823425
exp,adni,/home/mmorelan/proj/brain/dementia/yml/orig/client-3d-raw.yml,/home/brandon/projects/dementia/exp/adni/csvs/2021-12-29_12-41-35_PST_hyper.csv,ae,conv,conv,aspp,1,conv,6,4,1.5,"[3, 3, 3]","[2, 2, 2]",2,4,rnc,bnorm,leaky,softmax,32,True,3,1,0,0,1,1,"186,305",,encoder_classifier,1,sce,dice,0,1,9,2000,100,1,0.0003,0.25,0.97,5,"['checkpoint', 'lr_scheduler', 'tensorboard', 'hparams']",/home/brandon/projects/dementia/exp/adni/logs/2021-12-29_12-41-35_PST/14,0 days 01:01:31,19,10.251587867736816,0.3152599334716797,0.20332159101963043,9.733006477355957,10.050782203674316,10.050782203674316,0.9599999785423279,0.9362499713897705,9.168842315673828,0.8098864555358887,0.6653448343276978,7.693612575531006,10.450766563415527,10.620672225952148,0.7400000095367432,0.8087499737739563,0.00022806928609497845,19.0,10.251587867736816,0.3152599334716797,0.20332159101963043,9.733006477355957,10.050782203674316,10.050782203674316,0.9599999785423279,0.9362499713897705,9.168842315673828,0.8098864555358887,0.6653448343276978,7.693612575531006,10.450766563415527,10.620672225952148,0.7400000095367432,0.8087499737739563,0.00022806928609497845,1.894788384437561,0.12693937122821808,0.12693937122821808,1.6409121751785278,8.379003779124579e-28,3.372653159740855e-30,0.9641472697257996,0.9641472697257996,1.894788384437561,0.12693937122821808,0.12693937122821808,1.6409121751785278,8.379003779124579e-28,3.372653159740855e-30,0.9641472697257996,0.9641472697257996,2.3615305423736572,0.5742167830467224,0.5742167830467224,1.2130961418151855,0.0,0.0,0.8325859308242798,0.8325859308242798,2.3615305423736572,0.5742167830467224,0.5742167830467224,1.2130961418151855,0.0,0.0,0.8325859308242798,0.8325859308242798
